rank,appId,title,url,releaseDate,priceText,finalPriceCents,discountPercent,reviewSummary,reviewPercent,reviewCount,platforms,imageUrl,scrapedAt,currentPlayers,developer,publisher,genres,categories,recommendationsTotal,metacriticScore,shortDescription,isFree,type,demandScore,qualityScore,commercialScore,momentumScore,opportunityScore,marketPosition,opportunityType,pricingPosition,audienceSignal,monetizationSignal,competitiveSignal,intelligenceTags,riskFlags,insightSummary,recommendedAction
461,2697000,The Legend of Khiimori,https://store.steampowered.com/app/2697000/The_Legend_of_Khiimori/,"Mar 3, 2026",$29.99,2999,0.0,Very Positive,84.0,1435.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2697000/c5896ab12dc846c1bc3c8958422b2e4ccbb44ad4/capsule_231x87_alt_assets_3.jpg?t=1780317559,2026-06-03T02:00:28.063Z,289.0,,,[],[],,,,,,48,90,60,45,60,Loved niche title,Underserved audience clue,Mid-market,General Steam audience,Paid upfront,Niche love - small but passionate audience,['loved-by-players'],[],"The Legend of Khiimori is a loved niche title, opportunity score 60/100, 84% positive from 1,435 reviews, 289 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
462,4558510,ARK Fantastic Tames Season 1,https://store.steampowered.com/app/4558510/ARK_Fantastic_Tames_Season_1/,"May 20, 2026",$9.99,999,0.0,Mixed,67.0,52.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4558510/1ca766d8c0e922f58592c3873ee961c2dd9672bd/capsule_231x87.jpg?t=1779380807,2026-06-03T02:00:28.063Z,0.0,,,[],[],,,,,,34,70,65,55,53,Standard competitor,Baseline market data,Budget,General Steam audience,Paid upfront,Comparable baseline,['fresh-release'],"['weak-player-sentiment', 'low-review-confidence']","ARK Fantastic Tames Season 1 is a standard competitor, opportunity score 53/100, 67% positive from 52 reviews.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
463,3531720,ELDEN RING NIGHTREIGN The Forsaken Hollows,https://store.steampowered.com/app/3531720/ELDEN_RING_NIGHTREIGN_The_Forsaken_Hollows/,"Dec 3, 2025",$15.00,1500,0.0,Mixed,56.0,3610.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3531720/a6ab221829dc59c7014353dfde0004e2dfd48575/capsule_231x87.jpg?t=1765506462,2026-06-03T02:00:28.063Z,0.0,,,[],[],,,,,,43,63,60,45,52,Standard competitor,Baseline market data,Mid-market,General Steam audience,Paid upfront,Comparable baseline,[],['weak-player-sentiment'],"ELDEN RING NIGHTREIGN The Forsaken Hollows is a standard competitor, opportunity score 52/100, 56% positive from 3,610 reviews.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
464,3645890,GONE Fishing,https://store.steampowered.com/app/3645890/GONE_Fishing/,"Jun 15, 2025",$7.99,799,20.0,Very Positive,93.0,1846.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3645890/54a0f62aad71eb440870f49e2b63fd635851a221/capsule_231x87.jpg?t=1773935873,2026-06-03T02:00:28.063Z,394.0,,,[],[],,,,,,50,100,65,45,65,Loved niche title,Underserved audience clue,Budget,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"GONE Fishing is a loved niche title, opportunity score 65/100, 93% positive from 1,846 reviews, 394 current players, 20% discount.",Mine reviews for the exact language players use; niche love often exposes a product angle.
465,1527950,Wartales,https://store.steampowered.com/app/1527950/Wartales/,"Apr 12, 2023",$13.99,1399,60.0,Very Positive,85.0,13273.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1527950/capsule_231x87.jpg?t=1779375249,2026-06-03T02:00:28.063Z,1101.0,,,[],[],,,,,,55,93,75,45,67,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,General Steam audience,Discount-driven sales,Comparable baseline,"['loved-by-players', 'aggressive-discounting']",[],"Wartales is a commercially aggressive, opportunity score 67/100, 85% positive from 13,273 reviews, 1,101 current players, 60% discount.","Compare discount depth, price tier, and monetization model against similar titles."
466,590830,s&box,https://store.steampowered.com/app/590830/sbox/,"Apr 28, 2026",$19.99,1999,0.0,Mixed,49.0,3119.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/590830/7cc1dedaa1eb9a36b9a7eb204a79800ae1a328fa/capsule_231x87.jpg?t=1778790394,2026-06-03T02:00:28.063Z,872.0,,,[],[],,,,,,52,56,60,55,55,Standard competitor,Baseline market data,Mid-market,General Steam audience,Paid upfront,Comparable baseline,['fresh-release'],['weak-player-sentiment'],"s&box is a standard competitor, opportunity score 55/100, 49% positive from 3,119 reviews, 872 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
467,1343400,RuneScape ®,https://store.steampowered.com/app/1343400/RuneScape/,"Oct 14, 2020",Free,0,,Very Positive,81.0,21580.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1343400/582ac7ed39d516c72cfdf87d79b7db1b059683ac/capsule_231x87.jpg?t=1771947591,2026-06-03T02:00:28.063Z,2027.0,,,[],[],,,,,,57,90,62,45,64,Loved niche title,Underserved audience clue,Free-to-play,General Steam audience,Free acquisition funnel,Comparable baseline,"['loved-by-players', 'free-to-play']",[],"RuneScape ® is a loved niche title, opportunity score 64/100, 81% positive from 21,580 reviews, 2,027 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
468,1265920,Life is Strange Remastered,https://store.steampowered.com/app/1265920/Life_is_Strange_Remastered/,"Feb 1, 2022",$7.99,799,80.0,Very Positive,91.0,4468.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1265920/capsule_231x87.jpg?t=1779117636,2026-06-03T02:00:28.063Z,326.0,,,[],[],,,,,,51,98,90,45,69,Commercially aggressive,Pricing/monetization benchmark,Deep discount,General Steam audience,Discount-driven sales,Price pressure - competitor likely using discounts to drive rank,"['loved-by-players', 'aggressive-discounting']",[],"Life is Strange Remastered is a commercially aggressive, opportunity score 69/100, 91% positive from 4,468 reviews, 326 current players, 80% discount.","Compare discount depth, price tier, and monetization model against similar titles."
469,42700,Call of Duty®: Black Ops,https://store.steampowered.com/app/42700/Call_of_Duty_Black_Ops/,"Nov 9, 2010",$39.99,3999,0.0,Very Positive,90.0,14588.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/42700/capsule_231x87.jpg?t=1748040520,2026-06-03T02:00:28.063Z,372.0,,,[],[],,,,,,54,98,50,45,62,Loved niche title,Underserved audience clue,Premium,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Call of Duty®: Black Ops is a loved niche title, opportunity score 62/100, 90% positive from 14,588 reviews, 372 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
470,208650,Batman™: Arkham Knight,https://store.steampowered.com/app/208650/Batman_Arkham_Knight/,"Jun 23, 2015",$19.99,1999,0.0,Very Positive,92.0,49676.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/208650/capsule_231x87.jpg?t=1745534372,2026-06-03T02:00:28.063Z,2463.0,,,[],[],,,,,,59,100,60,45,67,Loved niche title,Underserved audience clue,Mid-market,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Batman™: Arkham Knight is a loved niche title, opportunity score 67/100, 92% positive from 49,676 reviews, 2,463 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
471,2828860,The Forever Winter,https://store.steampowered.com/app/2828860/The_Forever_Winter/,"Sep 24, 2024",$19.49,1949,35.0,Mostly Positive,70.0,15427.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2828860/e1734816b98e2879a99eab2acc380715e030e992/capsule_231x87.jpg?t=1779267756,2026-06-03T02:00:28.063Z,333.0,,,[],[],,,,,,54,78,60,45,59,Standard competitor,Baseline market data,Promotional discount,General Steam audience,Paid upfront,Comparable baseline,[],[],"The Forever Winter is a standard competitor, opportunity score 59/100, 70% positive from 15,427 reviews, 333 current players, 35% discount.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
472,837470,Untitled Goose Game,https://store.steampowered.com/app/837470/Untitled_Goose_Game/,"Sep 23, 2020",$7.99,799,60.0,Overwhelmingly Positive,96.0,9986.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/837470/capsule_231x87.jpg?t=1699052664,2026-06-03T02:00:28.063Z,149.0,,,[],[],,,,,,52,100,80,45,68,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,General Steam audience,Discount-driven sales,Comparable baseline,"['loved-by-players', 'aggressive-discounting']",[],"Untitled Goose Game is a commercially aggressive, opportunity score 68/100, 96% positive from 9,986 reviews, 149 current players, 60% discount.","Compare discount depth, price tier, and monetization model against similar titles."
473,1426210,It Takes Two,https://store.steampowered.com/app/1426210/It_Takes_Two/,"Mar 25, 2021",$39.99,3999,0.0,Overwhelmingly Positive,95.0,46844.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1426210/capsule_231x87.jpg?t=1777395376,2026-06-03T02:00:28.063Z,1719.0,,,[],[],,,,,,58,100,50,45,64,Loved niche title,Underserved audience clue,Premium,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"It Takes Two is a loved niche title, opportunity score 64/100, 95% positive from 46,844 reviews, 1,719 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
474,3174120,Ready or Not: Dark Waters,https://store.steampowered.com/app/3174120/Ready_or_Not_Dark_Waters/,"Dec 10, 2024",$4.99,499,50.0,Mixed,61.0,1419.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3174120/f1d66ca6df0d48ea0dc79ba84a19063849faf766/capsule_231x87.jpg?t=1733935263,2026-06-03T02:00:28.063Z,0.0,,,[],[],,,,,,41,67,80,45,56,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,General Steam audience,Discount-driven sales,Comparable baseline,['aggressive-discounting'],['weak-player-sentiment'],"Ready or Not: Dark Waters is a commercially aggressive, opportunity score 56/100, 61% positive from 1,419 reviews, 50% discount.","Compare discount depth, price tier, and monetization model against similar titles."
475,2119830,MISERY,https://store.steampowered.com/app/2119830/MISERY/,"Oct 23, 2025",$12.99,1299,0.0,Very Positive,83.0,7101.0,"['windows', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2119830/9ac5fcd5ec0de485a101d31385aeb4c7ca6fdbd5/capsule_231x87.jpg?t=1780418471,2026-06-03T02:00:28.063Z,1132.0,,,[],[],,,,,,54,91,60,45,63,Loved niche title,Underserved audience clue,Mid-market,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"MISERY is a loved niche title, opportunity score 63/100, 83% positive from 7,101 reviews, 1,132 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
476,1458140,Pacific Drive,https://store.steampowered.com/app/1458140/Pacific_Drive/,"Feb 21, 2024",$17.99,1799,60.0,Very Positive,82.0,13725.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1458140/7c7238c946abefe1c7bc08e69f84af015e7c39ed/capsule_231x87.jpg?t=1763777212,2026-06-03T02:00:28.063Z,313.0,,,[],[],,,,,,53,90,75,45,65,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,General Steam audience,Discount-driven sales,Comparable baseline,"['loved-by-players', 'aggressive-discounting']",[],"Pacific Drive is a commercially aggressive, opportunity score 65/100, 82% positive from 13,725 reviews, 313 current players, 60% discount.","Compare discount depth, price tier, and monetization model against similar titles."
477,4399460,Total War: WARHAMMER III - Bhashiva – Character Pack,https://store.steampowered.com/app/4399460/Total_War_WARHAMMER_III__Bhashiva__Character_Pack/,"May 21, 2026",$4.99,499,0.0,Mixed,52.0,1016.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4399460/3300c8ec5275e5df7d45521654c76497086dc7d3/capsule_231x87.jpg?t=1779952893,2026-06-03T02:00:28.063Z,0.0,,,[],[],,,,,,39,58,65,55,52,Standard competitor,Baseline market data,Budget,General Steam audience,Paid upfront,Comparable baseline,['fresh-release'],['weak-player-sentiment'],"Total War: WARHAMMER III - Bhashiva – Character Pack is a standard competitor, opportunity score 52/100, 52% positive from 1,016 reviews.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
478,787480,Phoenix Wright: Ace Attorney Trilogy,https://store.steampowered.com/app/787480/Phoenix_Wright_Ace_Attorney_Trilogy/,"Apr 9, 2019",$9.89,989,67.0,Overwhelmingly Positive,97.0,9832.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/787480/capsule_231x87.jpg?t=1768866317,2026-06-03T02:00:28.063Z,796.0,,,[],[],,,,,,53,100,80,45,69,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,General Steam audience,Discount-driven sales,Comparable baseline,"['loved-by-players', 'aggressive-discounting']",[],"Phoenix Wright: Ace Attorney Trilogy is a commercially aggressive, opportunity score 69/100, 97% positive from 9,832 reviews, 796 current players, 67% discount.","Compare discount depth, price tier, and monetization model against similar titles."
479,1888160,ARMORED CORE™ VI FIRES OF RUBICON™,https://store.steampowered.com/app/1888160/ARMORED_CORE_VI_FIRES_OF_RUBICON/,"Aug 24, 2023",$59.99,5999,0.0,Very Positive,93.0,40011.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1888160/capsule_231x87.jpg?t=1748630736,2026-06-03T02:00:28.063Z,832.0,,,[],[],,,,,,57,100,50,45,64,Loved niche title,Underserved audience clue,Premium,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"ARMORED CORE™ VI FIRES OF RUBICON™ is a loved niche title, opportunity score 64/100, 93% positive from 40,011 reviews, 832 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
480,4045750,Out of the Park Baseball 27,https://store.steampowered.com/app/4045750/Out_of_the_Park_Baseball_27/,"Mar 13, 2026",$49.99,4999,0.0,Very Positive,81.0,310.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4045750/81ad98432d933b2b746e142db8c62300d188ea51/capsule_231x87.jpg?t=1773420746,2026-06-03T02:00:28.063Z,1124.0,,,[],[],,,,,,46,86,50,55,59,Loved niche title,Underserved audience clue,Premium,General Steam audience,Paid upfront,Niche love - small but passionate audience,"['loved-by-players', 'fresh-release']",[],"Out of the Park Baseball 27 is a loved niche title, opportunity score 59/100, 81% positive from 310 reviews, 1,124 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
481,1092790,Inscryption,https://store.steampowered.com/app/1092790/Inscryption/,"Oct 19, 2021",$19.99,1999,0.0,Overwhelmingly Positive,96.0,75282.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1092790/capsule_231x87.jpg?t=1777572925,2026-06-03T02:00:28.064Z,888.0,,,[],[],,,,,,57,100,60,45,66,Loved niche title,Underserved audience clue,Mid-market,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Inscryption is a loved niche title, opportunity score 66/100, 96% positive from 75,282 reviews, 888 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
482,2719750,Star Birds,https://store.steampowered.com/app/2719750/Star_Birds/,"Sep 10, 2025",$14.99,1499,25.0,Very Positive,91.0,1832.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2719750/fb81b59aefd07896fa0778a851234465614b92c6/capsule_231x87.jpg?t=1779876845,2026-06-03T02:00:28.064Z,185.0,,,[],[],,,,,,47,98,60,45,62,Loved niche title,Underserved audience clue,Mid-market,General Steam audience,Paid upfront,Niche love - small but passionate audience,['loved-by-players'],[],"Star Birds is a loved niche title, opportunity score 62/100, 91% positive from 1,832 reviews, 185 current players, 25% discount.",Mine reviews for the exact language players use; niche love often exposes a product angle.
483,504230,Celeste,https://store.steampowered.com/app/504230/Celeste/,"Jan 25, 2018",$4.99,499,75.0,Overwhelmingly Positive,97.0,59382.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/504230/capsule_231x87.jpg?t=1714089525,2026-06-03T02:00:28.064Z,1638.0,,,[],[],,,,,,58,100,90,45,72,Commercially aggressive,Pricing/monetization benchmark,Deep discount,General Steam audience,Discount-driven sales,Price pressure - competitor likely using discounts to drive rank,"['loved-by-players', 'aggressive-discounting']",[],"Celeste is a commercially aggressive, opportunity score 72/100, 97% positive from 59,382 reviews, 1,638 current players, 75% discount.","Compare discount depth, price tier, and monetization model against similar titles."
484,611670,The Elder Scrolls V: Skyrim VR,https://store.steampowered.com/app/611670/The_Elder_Scrolls_V_Skyrim_VR/,"Apr 2, 2018",$14.99,1499,75.0,Mostly Positive,74.0,7299.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/611670/capsule_231x87.jpg?t=1564002443,2026-06-03T02:00:28.064Z,203.0,,,[],[],,,,,,51,82,85,45,64,Commercially aggressive,Pricing/monetization benchmark,Deep discount,General Steam audience,Discount-driven sales,Price pressure - competitor likely using discounts to drive rank,['aggressive-discounting'],[],"The Elder Scrolls V: Skyrim VR is a commercially aggressive, opportunity score 64/100, 74% positive from 7,299 reviews, 203 current players, 75% discount.","Compare discount depth, price tier, and monetization model against similar titles."
485,1289670,EA Play,https://store.steampowered.com/app/1289670/EA_Play/,"Aug 31, 2020",$5.99,599,0.0,,,,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1289670/3a67fb42030cd134d09a9c977792ab4e899531fd/capsule_231x87.jpg?t=1776976561,2026-06-03T02:00:28.064Z,0.0,,,[],[],,,,,,23,35,65,45,39,Standard competitor,Baseline market data,Budget,General Steam audience,Paid upfront,Comparable baseline,[],['review-data-missing-or-not-yet-established'],"EA Play is a standard competitor, opportunity score 39/100.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
486,3419520,Quarantine Zone: The Last Check,https://store.steampowered.com/app/3419520/Quarantine_Zone_The_Last_Check/,"Jan 12, 2026",$19.99,1999,0.0,Very Positive,81.0,5179.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3419520/41cb8a811384fe060753e7b4ceac35b2976e8101/capsule_231x87.jpg?t=1776795498,2026-06-03T02:00:28.064Z,363.0,,,[],[],,,,,,51,88,60,45,61,Loved niche title,Underserved audience clue,Mid-market,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Quarantine Zone: The Last Check is a loved niche title, opportunity score 61/100, 81% positive from 5,179 reviews, 363 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
487,1675830,1000xRESIST,https://store.steampowered.com/app/1675830/1000xRESIST/,"May 9, 2024",$11.99,1199,40.0,Overwhelmingly Positive,96.0,4441.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1675830/b81cf765f762c10fd2f2e616a9d92b212ebe8d08/capsule_231x87.jpg?t=1777398642,2026-06-03T02:00:28.064Z,54.0,,,[],[],,,,,,48,100,75,45,66,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,General Steam audience,Paid upfront,Niche love - small but passionate audience,['loved-by-players'],[],"1000xRESIST is a commercially aggressive, opportunity score 66/100, 96% positive from 4,441 reviews, 54 current players, 40% discount.","Compare discount depth, price tier, and monetization model against similar titles."
488,1331550,Big Ambitions,https://store.steampowered.com/app/1331550/Big_Ambitions/,"Mar 10, 2023",$22.99,2299,0.0,Very Positive,92.0,5279.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1331550/d6e6e1bf8235086c0a2197b55a11f8759fd3a563/capsule_231x87.jpg?t=1775198159,2026-06-03T02:00:28.064Z,698.0,,,[],[],,,,,,51,99,60,45,64,Loved niche title,Underserved audience clue,Mid-market,General Steam audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Big Ambitions is a loved niche title, opportunity score 64/100, 92% positive from 5,279 reviews, 698 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
489,2172260,The Complex: Expedition,https://store.steampowered.com/app/2172260/The_Complex_Expedition/,"Jul 18, 2025",$14.99,1499,0.0,Very Positive,88.0,1428.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2172260/5bfde98353562783a00fbb559c4a3326235a28ce/capsule_231x87.jpg?t=1776863161,2026-06-03T02:00:28.064Z,66.0,,,[],[],,,,,,45,94,60,45,60,Loved niche title,Underserved audience clue,Mid-market,General Steam audience,Paid upfront,Niche love - small but passionate audience,['loved-by-players'],[],"The Complex: Expedition is a loved niche title, opportunity score 60/100, 88% positive from 1,428 reviews, 66 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
